source_text;ethno
"Да осетины Аланы конечно...единственные народы,кто сейчас называет друг друга Аланами-это <b>Карачаевцы</b> и Балкарцы и каким таким волшебным образом, народ осетины из Алании столица \Маас\"" которая и ныне находится в Карачаево-Черкессии,перенеслись во Владикавказ и не надо мне тут про миграцию заливать...всем все известно,что сейчас история покупается и продаётся.""";дагестанец
[[id287968029|Къарачай], всё практически понятно , из за плохого качества аудиозаписи буква ДЖ почти не заметна . Я раньше думал это <b>кумык</b> с другого села , поэтому думал чуть акцент другой;хач
[[id189587160|Кантемир], тебе так кажется. Весь мало-карачаевски район, это бывшие земли Кабардинских князей, то что они называют Карачаем-это Абазинские земли. До 20 века, не было никаких хасаньи, белой речки, и всяких других тюркских поселений вблизи Нальчика. Ты плохо знаешь тюркскую натуру, они считают своей землей, то место куда вступила их нога. Не без помощи царской России, и СССР конечно. Но пойди им докажи Щас. Завтра они станут аланами, и скажут, что <b>адыги</b> пришлый народ. Мис абы егупсыс.;азиат
"[[id189333080|Константин], я не патриот ни одной страны, нужно здраво оценивать достижение тех или иных людей, а у русских их огромное количество, несмотря на многие недостатки русских есть за что уважать. Я не говорю что <b>черкесы</b> <b><font color=\#E42217\"">плохие</font></b>, у <b>черкесов</b> славная история , <b><font color=\""#41A317\"">красивая</font></b> культура , но достижения <b>черкесов</b> и русских даже не стоит сравнивать, вот о чем я говорю. Провокаторы это те которые опубликовали данный пост.""";азиат
[[id161609364|Полина], они пишут что половина таких. К кавказцам относятся <b>аварцы</b>,Даргинцы, лезгины, чеченцы, осетины и еще огромное множество. Возьмем к примеру, Чечню, население которой составляет 1млн 269 человек, и это, в 2010 году.  <br/> Даже чтобы судить кто они, что они, они должны приобщаться с ними всеми. Грубо говоря с 635 людьми только одной национальности.;азиат
"\\""Хохол останется хохлом  <br/> Хоть ты пусти ЕГО в Европу  <br/> Где надо действовать умом,  <br/> Он напрягает только жопу.  <br/>  <br/> И потому-то на Руси  <br/> Завещано аж Мономахом:  <br/> \""Связаться Боже упаси!  <br/> С тремя - <b><font color=\""#E42217\"">жидом</font></b>, хохлом и <b>ляхом</b> \"".  <br/>  <br/> Коварен <b><font color=\""#E42217\"">жид</font></b>, хотя и слеп    <br/> Кичливый <b>лях</b> - <b><font color=\""#E42217\"">похуже</font></b> <b><font color=\""#E42217\"">бляди</font></b>,  <br/> Хохол же - съест с тобою хлеб,  <br/> И тут же в суп тебе нагадит\"" (с)""";башкир
"[[id54569981|Адам], вы не доверяете моим словам, хорошо. Приведу источники по данной тематике.  <br/> ...Эта карачеркесы, как их зовут турки, то есть \чёрные головорезы\"", составляют северную отрасль. Турки дали им это название по причине беспрерывных туманов и облаков в их стране. <br/> Жан ШАРДЕН <br/> \""Кавказский вестник\"", Тифлис, № 9-10 за 1900., с.22 <br/>  <br/> У подножья Кавказа на север живёт ещё несколько народов, так называемые <b>карачаевцы</b> или карачеркесы, то есть чёрные черкесы. Они носят такое имя не потому, что они чёрного цвета, ибо они очень белые, но, может быть, оттого, что в их стране небо постоянно облачное и темное <br/> А.ЛАМБЕРТИ <br/> Описание Колхиды, называемой теперь Мингрелией, 1654""";удмурт
[[id197688262|Сергей], я , после просмотра твоей страницы очень сомневаюсь и в раскулачивании и депортации. В Беларуси это нонсенс. <b>Прибалты</b> да. Хохлы сами в Хабаровск ехали. Ну а, воротит могилы героев войны , удел убогих и озлобленных. Коим надо и считать тебя. Кстати, в Гейропу можно и сейчас , никто не держит. Свободы там ... завались. А это на память . От сына. Он тоже живет лучше меня , но и работает больше;казах
[[id117316450|Саладин], вовчары войну начали, они источник фитны, они начали убийство мусульман, и в Дагестане много алимов убили, если бы не Саид Афанди куддисса сирруху, который сдерживал <b>дагестанцев</b>, там войны бы была похлеще чем в Чечне;казах
"? ? А может зайдете в темы? Под кофеек да печеньки? )) <br/> А вы знали что Краснодар последний город СССР в котором использовали это? (ФОТО) <br/> <a href=\http://vk.cc/3X554u\"" target=\""_blank\""><u>http://vk.cc/3X554u</u></a> <br/>  <br/> Почему <b>украинцы</b> стали <b><font color=\""#E42217\"">ненавидеть</font></b> русских? (ФОТО) <br/> <a href=\""http://vk.cc/3VX4VU\"" target=\""_blank\""><u>http://vk.cc/3VX4VU</u></a> <br/>  <br/> Собака и ребенок-Даун - трогает до слез (ФОТО/ВИДЕО) <br/> <a href=\""http://vk.cc/3XhW7t\"" target=\""_blank\""><u>http://vk.cc/3XhW7t</u></a> <br/>  <br/> Свежие анекдоты! Читаем <br/> <a href=\""http://vk.cc/3WVRYs\"" target=\""_blank\""><u>http://vk.cc/3WVRYs</u></a> <br/>  <br/> Задорнов отжигает про ЕвроГейский союз))) (ВИДЕО) <br/> <a href=\""http://vk.cc/3WIpXt\"" target=\""_blank\""><u>http://vk.cc/3WIpXt</u></a> <br/>  <br/> Пенсионеры поймали инакомыслящего (ВИДЕО) <br/> <a href=\""http://vk.cc/3WTl9k\"" target=\""_blank\""><u>http://vk.cc/3WTl9k</u></a>""";казах
[[id92051429|Александр], еще они любят пиздеть что они лучшая часть русского народа. Хотя вот взять тебя, как человека считающего себя <b>казаком</b>, что в тебе такого охренительного? Кроме твоего самомнения.  <br/> Вы бы не только песни пели, а ходили бы басурман щемили, но нет же - все наоборот.;казах
[[id203847087|Сократъ], ох только не надо тут хуйню задвигать сейчас про Р1А1 и индусов с <b>таджиками</b> -забаню сразу. Белые это белые - цвет кожи белый, кровь славян или других европейцев.;казах
"Смотрите \Эльдар Иразиев коротко о Дагестанской свадьбе)\"" на YouTube youtu.be Эльдар Иразиев коротко о Дагестанской свадьбе) Вы попали на видеоблог \""<b>Горцев</b> от ума\"",который повествует о жизни этих веселых ребят,то что обычно остается за кадром,их радости,печали,кропотливый труд...Вобщем такие какие они есть..""";казах
Очень люблю и уважаю мой Уйгурский Народ и это мне помогает уважать и Любить Другие Народы. Человек уважающий свою национальность всегда будет уважать и любить другие нации в противном случаи тень упадет на твою нацию. Не важно кто ты Русский, Казах, Киргиз, <b>Азербайджанец</b>, Армянин- главное какой ты Человек  своим видом, характером вы как зеркало отражаете родительское воспитание- вы это лицо Вашей семьи, вы это лицо Вашей нации….;мордвин
Во втором портрете увидели японца-корейца-китайца, а мысли не было, что это был татарин или <b>казах</b>, которые тоже сражались в великой отечественной;мордвин
[[club57760733| #КАСС [Коалиция АнтиСоветских Сообществ]], если ты не <b>литовец</b> зачем учить Литовский?Конечно похвально,но я как-то мало в этом смысла вижу.Ты его нп где не применишь кроме Литвы ПО сути.Может лучше вложить силы в английский?;мордвин
[[id9212000|Александр], создать государство, особенно многонациональное,многоконфессиональное, это не просто завоевать ближайшие территории. Это значит создать условия терпимости, когда народы присоединенных или желающих присоединиться земель чувствовали себя комфортно и спокойно, когда им гарантировали спокойную жизнь,а не уничтожение по национальному или религиозному признаку. Грузины, <b>казахи</b>, киргизы, калмыки и др. это пример. Конечно были и войны, отрицать это глупо. Но главное что было ПОТОМ. Потом было мирное сосуществование в одном государстве. Так что современная Россия строилась не на крови, а на терпимости, Россия есть результат не войн, а грамотной национальной политики и веротерпимости.;карел
"И еще один момент. Я не <b><font color=\#41A317\"">люблю</font></b> <b>азеров</b>. И <b><font color=\""#41A317\"">хорошо</font></b> отношусь к дагестанским народам. И вообще всем северокавказским. У нас одна история похожая культура. Но я заметил интересный факт. В Дагестане лезгины в спорте уже не могут пробиться им просто не дают. А вот <b>азера</b> дают и спонсируют. Или нас искусственно выталкивают туда или те кого мы называем своими братьями совсем нам не братья а завистливые враги.""";карел
"Да вы безнадежно далеки от реальной истории полагая,что Гази-Кумухские правители были <b>кумыками</b>.У вас слуховые галлюцинации,полагая,что Кумух и <b>кумыки</b> это одно и тоже.Я вам по секрету скажу,что \полька\""не польский танец,также как \""лезгинка\""-не лезгинский,довольно примеров для того чтоб вы поняли, что однозвучные на первое восприятие слова,не означают по факту реалии.""";карел
[[id259180740|Valeri], вообще, дагестанские народы обычно пишут- я лезгин, даргинец, <b>аварец</b>, рутулец. Странно, что он просто себя дагестанцем назвал. Он не в курсе наверно кто такие эти тюрки и как им отошли земли лезгинского, аварского, цахурского и других народов. Может просто малограмотный. Надо ему видео скинуть, где лезгины на стороне армян воюют.;карел
1) Суверенитет, независимость, территориальная целостность России. <br/>  <br/> От кого??? <br/>  <br/> 2) Представление о русском народе как базовой ценности. <br/>  <br/> А удмурты, буряты, татары ... Будут, простите, слугами стержневой нации? <br/>  <br/> 3) Понимание русского мира как уникальной цивилизации... <br/>  <br/> А сейчас этого нет? Разве русская культура не самобытна и не воспринимается таковой другим миром? <br/>  <br/> *** <br/>  <br/> 4) Приоритет традиционных ценностей, религиозности.... <br/>  <br/> Мне кажется, религиозности нам и сейчас с лихвой хватает. Именно религиозности, кстати. А не духовности и веры. <br/>  <br/> 6) Возвращение Кавказа в общерусское культурное, политическое и правовое поле. Возвращение русских на свои исторические земли на Северном Кавказе. <br/>  <br/> А, простите, <b>кавказцев</b> куда? <br/>  <br/> *** <br/>  <br/> - Ядро Союза: Россия, Украина, Белоруссия, Казахстан. <br/>  <br/> Таки что извините, но как же быть с казахами? Которые, по вашей идеологии (как я её понимаю, поправьте, если ошибаюсь) не принадлежат и близко к титульной нации.;карел
Саш, прибалтийские финны это эстонцы (они живут в Эстонии, псковской области России, Кавказе), <b>карелы</b> (к которым я отношусь, республика Карелия, Финляндия, Казахстан, Тверская область), вепсы, сето, ижора, водь. Так вот. У нас тысячи лет назад был единый уральский язык, как у вас единый праиндоевропейский. Просто эстонцы ушли дальше и смешались с балтами, как и остальные прибалтийские финны. Поэтому уральские народы, праязык уральский, прародина языка Урал.;карел
#дагестан_история <br/>  <br/> В начале XVI в. Иран и Османская империя вступили в схватку за обладание Дагестаном. Эта борьба сопровождалась безудержным грабежом местного населения, разрушением производительных сил края, истреблением и угоном населения в неволю. В 1582 г. объединенные силы лакцев, <b>аварцев</b> и даргинцев нанесли турецким янычарам крупное поражение.;карел
Русский оккупант он хитрый он вначале торговать начинает,Приильменские города ставит,потом на шведов науськивает,честных,наивных голубоглазых <b>карел</b> вепсов мерян и пр финнов,а потом железную дорогу строит по которой геологоразведку шлёт с вагоном водки и бусами.Шоб все вымерли.Оторвать от корней вот наша цель,за тысячу лет вырезать не смогли ведь (ну времени не было просто)));аварец
[[id285857183|Ruslan], Арран-не про Албанию ли ты случаем,потомками которой являются современные <b>лезгинские</b> <b>народы</b>?а говоря о дагестанских землях,пожалуйста,любуйся. ??;казах
слава Богу, что не было у него трехсот <b>карачаевцев</b>. (Между нами говоря - ни одного, вроде бы, не было: в горах все овец пасли и по Кисловодску шатались)));казах
[[id121013525|Александр], ни одного руса туда не пришло как там жила <b>эрзя</b> так и сейчас живет только красномакасинники из дагестана понаехали и узбеки строители а так как рязань (как ты её называешь ) была 100 % мордовской землей так ей и остается );казах
"[[id1933899|Евгений], \русские смогли пойти дальше\"", а воевавшие в Красной Армии немцы, евреи, украинцы, грузины, <b>казахи</b>, тувинцы, эстонцы, буряты, армяне, ненцы и французы остались в окопах под чутким надзором НКВД... Вот ведь всё в твоём таланте историка безупречно, кроме привитой белогвардейской бандой сам знаешь кого тенденциозности! <br/> За сим заканчиваю свой унылый интернационализьм, извиняюсь, замолкаю ! ??""";казах
[[id22208741|Сергей], ну наконец то.... А ни чо, что много армян живёт в краснодарском крае и это коренное население... Дагестанцев. <b>кабардинцев</b> и др. кавказкие народы которые приезжают в большие города, ты говоришь что они едут в нашу страну? А может Дагестан, Ингушетия, Чечня, Якутия, Бурятия и др. регионы это и есть Россия? То что они некоторые борзеют, это факт, но совсем не все. Многие нормальные люди, которые едут в поисках работы. Приезжих из средней азии очень маленький процент. Так что зря ты так.;казах
Сегодня более 100 <b>черкесов</b> из Кабардино-Балкарии посетили Карачаево-Черкесскую Республику. В свою очередь они выразили поддержку всем <b>черкесам</b> проживающим в КЧР;казах
"Великое переселение народов, в результате которого значительная часть <b>аланов</b> ушла в Западную Европу, последующие перемещения кочевых племен, войны и нашествия нарушили территориальное единство аланского населения Восточной Европы. Многочисленные аланские группы жили в Крыму, на нижнем Днепре, в бассейне Дона. <br/> <a href=\https://ru.wikipedia.org/wiki/\"" target=\""_blank\""><u>https://ru.wikipedia.org/wiki/</u></a>%D0%90%D0%BB%D0%B0%D0%BD%D0%B8%D1%8F""";казах
"[[id17287035|Денис], \А может китайцы? Ты внешность ногайцев видел? Ногайцы/калмыки это монгольские народы вообще с азиатской внешностью\"" Денис, если так рассуждать то внешность <b>казаков</b> тоже ведь не кавказская. А Ставропольский край, это ведь тоже Кавказ!""";казах
[[id32510932|Регина], блин, какая дискриминация? жил в Туркменистане, вообще никакой дискриминации не видел. Жили прекрасно, куда лучше чем в РФ 90-х. Слава богу не застал этот период в РФ. Жили дружно, в многонациональном обществе, и туркмены и узбеки, корейцы, русские,<b>казахи</b>,татары и т.д. Все было прекрасно. <br/> Естественно пришлось уезжать, так как начались проблемы с государственным языком. Но тут туркмен я прекрасно понимаю. Это их страна, русские вот тоже экзамены проводят для не русских, пока те не сдадут, даже двор подметать не дадут;казах
"Вива князь Владимир! В. Путин вручил мэру Грозного грамоту о присвоении чеченской столице звания «Город воинской славы» <br/>  <br/> <a href=\http://www.grozny-inform.ru/news/politic/61623/\"" target=\""_blank\""><u>http://www.grozny-inform.ru/news/politic/61623/</u></a> <br/>  <br/> \""За первые три года войны из рядов РККА дезертировало 49362 <b>чеченца</b> и ингуша, еще 13389 уклонились от призыва, что в сумме составляет 62751 человек. Для сравнения: находясь в рядах РККА, погибло и пропало без вести 2,3 тысячи <b>чеченцев</b> и ингушей... В рядах РККА служило не более 10 тысяч <b>чеченцев</b> и ингушей, в то время как свыше 60 тысяч их сородичей уклонились от мобилизации или же дезертировали.\"" Игорь Пыхалов <br/>  <br/> <a href=\""http://anticomprador.ru/publ/29-1-0-345\"" target=\""_blank\""><u>http://anticomprador.ru/publ/29-1-0-345</u></a>""";казах
<b>Азерботы</b> какого-то крашеного педрилу на сцену выпустили. И по херу, что Аллах заругается. Нету Алана на них с правильной книжкой про ислам.;казах
<b>Осетинки</b> часто плачут, а дети здесь знают о терроризме не понаслышке. Осетинские мужчины привыкли к борьбе. Если начинается война, они встают на защиту своих семей, а в мирное время сражаются за олимпийские медали. В этом фильме мы расскажем вам об Осетии -- регионе, о котором в последние годы говорили во всём мире. <br/>  <br/> АЛАНЫ | Алания <br/> vk.com/alaniya;украинец
[[id200723025|Роман], осетины - никакие не предки сарматов. Скажем так, осетины - очень далекие потомки тех, кто смешался с поздними аланами. Осетинский язык очень отдалённо напоминает язык алан, оставаясь по идее многослойным - пласт кавказский, пласт позднеаланский, та же Зеленчукская надпись именно поэтому переводится с большим трудом. Они такие же сарматы, как португалоговорящие <b>негры</b> Анголы - кельтиберы, а перуанцы - испанцы.;украинец
Хочбар Аварский <br/> Фарид, в Дагестане 6 наций, какие 40? <b>Аварцы</b>, Лакцы, Даргинцы, Кумыки, Лезгины, Табасаранцы. Агульцы, Рутульцы, Цахуры и так далее это нахско-лезгинская ветвь. <br/>  <br/> Хочбар написал что нахско лезгинская ветвь он написал , то есть это по сути происхождение с лезгинами одно Ю а лезгины по его же слова дагестанцы;украинец
"Пишите, звоните кому надо <br/> тел.: +7 931 356 78 три шесть <br/> skype: danchesssss <br/> e-mail: danches.sed@gmail.com <br/> _________________________________ <br/>  <br/> «Все человеческие беды происходят оттого, что мы наслаждаемся тем, чем следует пользоваться, и пользуемся тем, чем следует наслаждаться.» - Аврелий Августин. V век н.э. <br/> Пользуйтесь современными гаджетами и интернетом, <br/> Наслаждайтесь любовью родителей, <br/> А не наоборот. <br/>  <br/> Иначе мы быстро забудем кто мы  забудем кто такой Пушкин и Лермонтов, Александр Невский и маршал Георгий Жуков. <br/> И тогда уже Третий Рим ничто не спасет. И тогда не будет ни русских, ни белорусов  ни карелов, ни коряков  ни татар, ни <b>казахов</b>.  <br/> Останется только ВЕЧНО <b><font color=\#41A317\"">довольное</font></b> - поколение селфи. <br/> Второго шанса у нас не будет.""";казах
"[[id265638913|Мак], ну тогда не гони бочку на северный Кавказ. Чеченцы, Даги, Осетины, Ингуши, Кабардины...они имеют право. А насчет южного кавказа, у некоторых есть российское гражданство. У меня девушка армянка, с армянским гражданством. Что то против имеешь ? Есть такая пословица \ чуствуй себя, как дома\"" . И друзьям <b>кавказцам</b> и друзьям средней Азии так говорю. Всё! Дал добро и буду отстаивать""";кавказец
[[id97962517|Александр], я вот редко где с Кавказцами пересекался на ЮГЕ..просто многие признают один момент..что Даргинцы нагло занимают чужие пастбища под свой ДИКИЙ табор(скот)..а власти никак не реагируют, а большинстве своем еще и мясом берут на лапу чтобы закрывали глаза...но у Даргинцев война идет на смерть с Лезгинами и <b>Аварцами</b> в самом Дагестане..а Русские просто от такой наглости в ступор вошли))));эвенк
[[id290424493|Alex], я <b>кабардинка</b>, живу в Нальчике. И бесит когда НЕ ЗНАЯ НАЦИЮ судят о ней. Там ТАКИЕ ЖЕ люди как и вы. Среди русских есть тоже и нормальные и неочень. Поверь ваша нация тоже не сахар. Блин я еще раз повторю Я <b>КАБАРДИНКА</b>, но во мне есть русский дух. Каждых русский праздник я отмечаю как и все.;эвенк
[[id211940122|Светлана], вы сейчас всё хотите перевернуть с ног на голову? вопрос стоит ребром, кому здесь жить, а кому не жить? ни мне решать. меня щипать не надо. повторюсь, это моё мнение, прошу его либо принять, либо вам приятного вечера)) и всё таки МОЁ мнение, что в любых номинациях, связанных с Россией, должна побеждать Россия (в смысле русский), а не монгол/татар/<b>казах</b>/немец/узбек или ещё кто;аварец
[[id77229266|Елена], как об стенку горох. Не понимаете. Да, Чечня кормир Москву. Факт. Новгородская облапсть не кормит. Факт. Чеченскими деньгами кормят полумертвых бабок в новгородской. Но санкции заставят РФ уменьшить бюджет Чечни. И она поднимится. И я хочу что бы это наступило, как можно раньше. И я буду за свободную республику Ичкерия. Против москалей и <b>кацапов</b>. Против Россиянии. Это не значит, что я пойду воевать, деньгами помогу. я и Украинской армии, каждый месяц с карты дженьги перечисляю, что бы они давили Российскую ублюдину. это не мои войны, я воевать в них не буду. Но деньгами помогу.;мордвин
[[id221725376|Магомедали], а какая разница брат какой они нации в Дагестане и так больше чем где нации 1 балкарец и 1 <b>кабардинец</b> погоды наверное не сделают тем более они там по моему живут;мордвин
"[[id211534962|Алекс], Но прикол не в этом) Я как 2 года крестьянин, развожу овец и лошадей. Ну вот...сам кормлю холопов мясом а сам ветки жру))) на дураках всегда зарабатывали. Вот например у себя в Казахстане когда поднимается разговор о мясе я обязательно хвалю пользу мяса. Когда спрашивают \ а шо ж ты не ешь тогда?\"" говорю врач запретил))) БЛЯТЬ ТАКОЕ ТОЛЬКО ЖИДОК НАПИСАТЬ МОГ!!!!!ДЕЛО НЕ В МЯСЕ И НЕ В ЕГО ПОЛЬЗЕ ИЛИ ВРЕДЕ.ДЕЛО В ТОМ КАК У МАЛЬЦА МОЗГ РАБОТАЕТ)))))))))))ЗАМЕНИ ХОЛОП НА ГОЙ и как бы оно все в поряде. может он и крестьянин может и <b>казах</b> может и русский НО ССУКА РАССУЖДАЕТ КАК МАХРОВЫЙ УЕБОК""";адыги
[[id298887555|Kyamran], вообще турок это отдельная нация тюркской группы азери-тюрки отдельная <b>казахи</b> отдельная балкарцы карачаевцы кумыки ногайцы узбеки и т.д и каждый за свою нацию ни узбек ни балкарец ни карачаевец не скажет что я тУрок они скажут что они тЮрки так и мы говорим что мы Азери-тюрки а не тУрки;адыги
"[[id165205496|Кадир], с одной стороны ты прав брт я тоже <b>Даргинец</b> и сильно <b><font color=\#41A317\"">уважаю</font></b> Зиявудина Магомедова и Сулеймана Керимова не мало их поддерживал и буду поддерживать и считаю,что они оба это плюс для республики и за счет них Дагестан не хуже Чечни смогут делать,если с Кремля им мешать не будут и добро на это дадут""";адыги
Дагестанцы - собирательное название народов, издавна населяющих современную территорию Республики Дагестан, входящей в состав России. По языковому признаку дагестанцы делятся на три группы. <b>Аварцы</b>, агулы, даргинцы, лакцы, лезгины, табасараны, рутульцы, цахуры говорят на языках нахско-дагестанской яз...;адыги
[[id174199656|Рим], да, а Миллер и Хинштейн и Вексельберг - <b>немцы</b> Чубайс - прибалт, Дворкович - серб. Соловьев - русский.;ненец
Москва не для русских? <br/>  <br/> Национальный состав населения российской столицы сегодня выглядит следующим образом <br/> русские – 31% <br/> <b>азербайджанцы</b> – 14% <br/> татары, башкиры, чуваши – 10% <br/> украинцы – 8% <br/> армяне – 5% <br/> таджики, узбеки, казахи, киргизы – 5% <br/> корейцы, китайцы, вьетнамцы – 5% <br/> чеченцы, дагестанцы, ингуши – 4% <br/> белорусы – 3% <br/> грузины – 3% <br/> молдаване – 3% <br/> цыгане – 3% <br/> евреи – 2% <br/> другие народы – 4% <br/>  <br/> Даже приблизительный подсчет на основе приведенных данных показывает, что на долю в 31% русских сегодня приходится доля приблизительно в 33% представителей традиционно мусульманских народов.;ненец
"[[id6253093|Антон], но на Украине относятся к другим народам очень хорошо, Я там был, в Киеве есть родственники, они далеко не славяне и отношение к ним там ПРЕКРАСНОЕ, как и к Узбекам, <b>Казахам</b>, народам Дагестана, Татарам и т.д. в столице Украины отношение НАМНОГО ЛУЧШЕ , чем в любом русском городе и живут все там с украинцами как братья, \неприязнь\"" так скажем там только к одной нации (всем известно к какой(, что вполне оправдано..""";ненец
ВКЛ-полиэтническое гос-во. Его населяли славяноязычные русины, поляки (крестьяне-колонисты, известные как мазуры, горожане и отчасти мелкая шляхта)  балтоязычные литовцы(в том числе и жемайты,ятваги, курши, латгалы, селы, бежавшие от насильственной христианизации земгалы), пруссы (бортеи или зуки, скаловы, летувинники)  немцы (купечество), евреи (литваки), литовские татары, <b>караимы</b> и пр. мелкие группы. Белорусские историки тянут одеяло на себя с литвинами. Литовские на себя с Летувой. На эту территорию отходло огромное количество западнославянских племен не желавших христианизации и онемечивания. Думается что это самоназвание данного объединения племен, созвучное с нашим литьё, литься, слиться. А уже все остальные литвины и прочие литовцы и литваки производные от этого обусловленные особенностями местных диалектов. Но в современности не модно делать объединительных выводов. Так проще стравливать.;великоросс_кацап
[[id276348186|Михаил], коренные их 14 азеры вообще к коренным дагом не входят они просто ткм живут как и 168 наций там это самая многонациональная республика нация в мире проживают в дагестане коренные это <b>аварцы</b> даргинцы кумыки лезгины лакцы агулы табасаранцы цахуры рутульцы итд азеры это порода турков то что вы там живёте как например татары азеры и руссеие чечены они от этого кавказцами кроме чеченов не станут;великоросс_кацап
[[id215723676|Андрей], ты сам себя читаешь? Не лепи мне горбатого - мирных жителей ни одного приемлемого не бывает. Ты все-таки видимо не знаком сильно с кавказом. Мы признали независимость Чечни? Ты знаешь что в грузии около десятка грузинских народов, также в армении с <b>кабардинцами</b> вроде и тд. Белорусы и украина с нами один народ - и то мы сремся. Так же у них было и будет. Им нужно покровительство сильной страны как миротворец это было всегда так. Нельзя было уходить русским с кавказа, поэтому амеры и купили власть в грузии пряниками. Но повторяю - грузины в народе хотят дружить с россией, ждут наш капитал и туристов. И не удивлюсь если снова будет бунт у них;великоросс_кацап
"Пожалуй, самым абсурдным из всех возможных концепций, придуманных для разделения русских, является движение т.н. «ингерманландцев» в Петербурге и Ленинградской области. Эти люди, не являясь ни финнами, ни ижорцами, ни вепсами, а обычными русскими по происхождению, — решили просто так начать считать себя этим особенным этнонимом. Данная группа призывает всех петербуржцев, которые считают себя европейцами, добровольно отказаться от русской идентификации и вступить на путь в Европу, намекая на будущее отделение от России. <br/>  <br/> Подобные антирусские проекты есть практически во всех областях и регионах страны. Для Центральной России — это движение «залесцев», для жителей Дальнего Востока — «дальневосточников», для Севера — «северян», для Псковской области — «скобарей», есть «пруссы» — в Калининградской и так далее.  <br/>  <br/> Выдуманные «национальности»: <b>казаки</b>, сибиряки, ингерманландцы и все-все-все — <a href=\http://sputnikipogrom.com/society/39710/fantasy-nations/\"" target=\""_blank\""><u>http://sputnikipogrom.com/society/39710/fantasy-nations/</u></a>""";нанаец
"[[id302219043|Maga], поддерживаю тебя.Я осетинка.Я была маленькая,когда была война с Ингушетией.В это же время грузины убили родного брата моей мамы.Но я росла и выросла,и никогда не вспоминала этого,когда знакомилась с людьми этих национальности.Сейчас я дружу с Дагестанцами,Ингушами,Чеченами(одного Нохчо я вообще <b><font color=\#41A317\"">обожаю</font></b>,он мой сладкий),<b>Кабардинцами</b>,Кумыками,Черкесами и я рада,что эти парни есть у меня в жизни.Не бывает плохих народов,бывают просто дебилы.Возьмом даже то что твариться в Украине.Они один народ,но часть из них бараны,которыми руководят пастухи-долбоебы. <br/>  <br/> Извентеляйте за мат""";чуваш
[[id270218935|Артем], Ты такой на словах крутой, я в чечне <b>хачей</b> убывал кричишь, а при встрече на улице вы голову не поднимаете, делить не надо людей на <b>хачей</b> на русских все мы одинаковые, просто есть такие как ты которые выпендриваются, а есть такие как мы которые тихо молча делают свое дело.;чуваш
